schemaname,tablename,policyname,permissive,roles,cmd,qual,with_check
public,timesheet_audit_logs,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (timesheet_audit_logs.organization_id)::text))))"
public,timesheet_audit_logs,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (timesheet_audit_logs.organization_id)::text))))",null
public,timesheet_audit_logs,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (timesheet_audit_logs.organization_id)::text))))",null
public,timesheet_audit_logs,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,timesheet_descriptions,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,timesheet_entries,Users can delete their own timesheet entries,PERMISSIVE,public,DELETE,(auth.uid() = user_id),null
public,timesheet_entries,Users can insert their own timesheet entries,PERMISSIVE,public,INSERT,null,(auth.uid() = user_id)
public,timesheet_entries,Users can update their own timesheet entries,PERMISSIVE,public,UPDATE,(auth.uid() = user_id),null
public,timesheet_entries,Users can view their own timesheet entries,PERMISSIVE,public,SELECT,(auth.uid() = user_id),null
public,timesheet_entries,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,timesheet_entries,creator_update_access,PERMISSIVE,public,UPDATE,"(((user_id)::text = (auth.uid())::text) OR (EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true)))))",null
public,timesheet_entries,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,timesheet_entries,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (timesheet_entries.organization_id)::text))))"
public,timesheet_entries,organization_view_access,PERMISSIVE,public,SELECT,"((EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (timesheet_entries.organization_id)::text)))) OR ((user_id)::text = (auth.uid())::text))",null
public,timesheet_entries,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,timesheet_submissions,Users can delete their own timesheet submissions,PERMISSIVE,public,DELETE,(auth.uid() = user_id),null
public,timesheet_submissions,Users can insert their own timesheet submissions,PERMISSIVE,public,INSERT,null,(auth.uid() = user_id)
public,timesheet_submissions,Users can update their own timesheet submissions,PERMISSIVE,public,UPDATE,(auth.uid() = user_id),null
public,timesheet_submissions,Users can view their own timesheet submissions,PERMISSIVE,public,SELECT,(auth.uid() = user_id),null
public,timesheet_submissions,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,timesheet_submissions,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,timesheet_submissions,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (timesheet_submissions.organization_id)::text))))"
public,timesheet_submissions,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (timesheet_submissions.organization_id)::text))))",null
public,timesheet_submissions,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (timesheet_submissions.organization_id)::text))))",null
public,timesheet_submissions,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,timesheet_templates,Authenticated users can create timesheet templates,PERMISSIVE,public,INSERT,null,(auth.role() = 'authenticated'::text)
public,timesheet_templates,Users can delete their own timesheet templates,PERMISSIVE,public,DELETE,(auth.uid() = user_id),null
public,timesheet_templates,Users can delete timesheet templates,PERMISSIVE,public,DELETE,true,null
public,timesheet_templates,Users can insert their own timesheet templates,PERMISSIVE,public,INSERT,null,(auth.uid() = user_id)
public,timesheet_templates,Users can update their own timesheet templates,PERMISSIVE,public,UPDATE,(auth.uid() = user_id),null
public,timesheet_templates,Users can update timesheet templates,PERMISSIVE,public,UPDATE,true,null
public,timesheet_templates,Users can view their own timesheet templates,PERMISSIVE,public,SELECT,(auth.uid() = user_id),null
public,timesheet_templates,Users can view timesheet templates,PERMISSIVE,public,SELECT,true,null
public,timesheet_templates,admin_override_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,timesheet_templates,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,timesheet_templates,owner_only_access,PERMISSIVE,public,ALL,((user_id)::text = (auth.uid())::text),null
public,timesheet_templates,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,timesheets,Users can delete their own timesheets,PERMISSIVE,public,DELETE,(auth.uid() = employee_id),null
public,timesheets,Users can insert their own timesheets,PERMISSIVE,public,INSERT,null,(auth.uid() = employee_id)
public,timesheets,Users can update their own timesheets,PERMISSIVE,public,UPDATE,(auth.uid() = employee_id),null
public,timesheets,Users can view their own timesheets,PERMISSIVE,public,SELECT,(auth.uid() = employee_id),null
public,timesheets,admin_override_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,timesheets,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,timesheets,owner_access,PERMISSIVE,public,ALL,((user_id)::text = (auth.uid())::text),null
public,timesheets,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,tracking_events,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,training_materials,Users can delete training materials they created,PERMISSIVE,public,DELETE,(created_by = auth.uid()),null
public,training_materials,Users can insert training materials for their organization,PERMISSIVE,public,INSERT,null,"(organization_id IN ( SELECT user_profiles.organization_id
   FROM user_profiles
  WHERE (user_profiles.user_id = auth.uid())))"
public,training_materials,Users can update training materials they created or are assigne,PERMISSIVE,public,UPDATE,"((created_by = auth.uid()) OR (assigned_to = auth.uid()) OR (organization_id IN ( SELECT user_profiles.organization_id
   FROM user_profiles
  WHERE (user_profiles.user_id = auth.uid()))))",null
public,training_materials,Users can view training materials from their organization,PERMISSIVE,public,SELECT,"(organization_id IN ( SELECT user_profiles.organization_id
   FROM user_profiles
  WHERE (user_profiles.user_id = auth.uid())))",null
public,travel_airports,Authenticated users can view airports,PERMISSIVE,authenticated,SELECT,true,null
public,travel_airports,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,travel_airports,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,travel_airports,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,travel_airports,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,travel_airports,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,travel_airports,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,travel_equipment_filters,Authenticated users can view equipment filters,PERMISSIVE,authenticated,SELECT,true,null
public,travel_equipment_filters,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,travel_equipment_filters,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,travel_equipment_filters,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,travel_equipment_filters,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,travel_equipment_filters,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,travel_equipment_filters,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,travel_ground_routes,Authenticated users can view ground routes,PERMISSIVE,authenticated,SELECT,true,null
public,travel_ground_routes,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,travel_ground_routes,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,travel_ground_routes,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,travel_ground_routes,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,travel_ground_routes,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,travel_ground_routes,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,travel_hazard_alerts,Authenticated users can view hazard alerts,PERMISSIVE,authenticated,SELECT,true,null
public,travel_hazard_alerts,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,travel_hazard_alerts,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,travel_hazard_alerts,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,travel_hazard_alerts,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,travel_hazard_alerts,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,travel_hazard_alerts,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,travel_helipads,Authenticated users can view helipads,PERMISSIVE,authenticated,SELECT,true,null
public,travel_helipads,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,travel_helipads,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
